,,,,,,,,,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,East,North,West,South-West,South,WSmax_1,WSmax_2,WSmax_3,WDmax_1,WDmax_2,WDmax_3,WS_1,WS_2,WS_3,STDwd_1,STDwd_2,STDwd_3,TD_1,TD_2,TD_3,RH_1,RH_2,RH_3,TDmax_1,TDmax_2,TDmax_3,TDmin_1,TDmin_2,TDmin_3,Grad_1,Grad_2,Grad_3,NIP_1,NIP_2,NIP_3,DiffR_1,DiffR_2,DiffR_3,WS1mm_1,WS1mm_2,WS1mm_3,Ws10mm_1,Ws10mm_2,Ws10mm_3,Time_1,Time_2,Time_3,Rain_1,Rain_2,Rain_3,North-East_1,North-East_2,North-East_3,North-West_1,North-West_2,North-West_3,South-East_1,South-East_2,South-East_3,East_1,East_2,East_3,North_1,North_2,North_3,West_1,West_2,West_3,South-West_1,South-West_2,South-West_3,South_1,South_2,South_3
2019,7,16,0,0,0,1,197,-1,3.73356643356643,80.5104895104895,2.1321678321678332,17.36153846153846,31.04545454545455,34.48251748251748,31.21468531468531,30.876923076923074,339.72727272727275,327.0281690140845,73.67391304347827,2.880419580419582,2.290209790209791,1179.3496503496503,0.0,0,1,0,0,0,0,0,0,4.548951048951051,5.057638888888887,4.7861111111111105,103.16083916083916,53.71527777777778,148.80555555555554,2.5587412587412577,2.792361111111111,2.651388888888889,18.162937062937054,17.854166666666664,20.2625,31.22797202797203,31.62430555555555,33.00902777777779,34.51048951048951,30.20138888888889,31.729166666666668,31.398601398601404,31.7888888888889,33.18125,31.07342657342656,31.460416666666667,32.831944444444446,352.53846153846155,358.1875,346.63194444444446,413.1654676258993,429.27142857142854,376.80281690140845,40.98347107438016,39.122950819672134,55.829268292682926,3.4601398601398596,3.7659722222222203,3.6645833333333337,2.7650349650349644,2.977777777777778,2.884027777777778,1178.2307692307693,1182.5069444444443,1181.4652777777778,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,17,0,0,0,2,198,-1,5.67013888888889,175.52083333333334,3.162499999999999,16.17361111111111,34.96805555555556,21.958333333333332,35.170833333333334,34.76666666666668,283.0208333333333,150.13286713286712,128.70138888888889,4.183333333333335,3.3895833333333316,1182.625,0.0,0,1,0,0,0,0,0,0,3.73356643356643,4.548951048951051,5.057638888888887,80.5104895104895,103.16083916083916,53.71527777777778,2.1321678321678332,2.5587412587412577,2.792361111111111,17.36153846153846,18.162937062937054,17.854166666666664,31.04545454545455,31.22797202797203,31.62430555555555,34.48251748251748,34.51048951048951,30.20138888888889,31.21468531468531,31.398601398601404,31.7888888888889,30.876923076923074,31.07342657342656,31.460416666666667,339.72727272727275,352.53846153846155,358.1875,327.0281690140845,413.1654676258993,429.27142857142854,73.67391304347827,40.98347107438016,39.122950819672134,2.880419580419582,3.4601398601398596,3.7659722222222203,2.290209790209791,2.7650349650349644,2.977777777777778,1179.3496503496503,1178.2307692307693,1182.5069444444443,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,18,0,0,0,3,199,-1,5.270138888888888,94.875,2.905555555555556,20.91666666666666,34.26944444444445,32.4375,34.44861111111112,34.079861111111114,320.13194444444446,253.5874125874126,99.34027777777777,3.949305555555556,3.1326388888888883,1181.6597222222222,0.0,1,0,0,0,0,0,0,0,5.67013888888889,3.73356643356643,4.548951048951051,175.52083333333334,80.5104895104895,103.16083916083916,3.162499999999999,2.1321678321678332,2.5587412587412577,16.17361111111111,17.36153846153846,18.162937062937054,34.96805555555556,31.04545454545455,31.22797202797203,21.958333333333332,34.48251748251748,34.51048951048951,35.170833333333334,31.21468531468531,31.398601398601404,34.76666666666668,30.876923076923074,31.07342657342656,283.0208333333333,339.72727272727275,352.53846153846155,150.13286713286712,327.0281690140845,413.1654676258993,128.70138888888889,73.67391304347827,40.98347107438016,4.183333333333335,2.880419580419582,3.4601398601398596,3.3895833333333316,2.290209790209791,2.7650349650349644,1182.625,1179.3496503496503,1178.2307692307693,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,19,0,0,0,4,200,-1,4.9645833333333345,78.41666666666667,2.6937500000000005,18.541666666666668,31.952777777777776,37.395833333333336,32.10347222222222,31.802083333333332,345.5416666666667,396.2937062937063,50.86805555555556,3.6416666666666675,2.8965277777777776,1182.6944444444443,0.0,1,0,0,0,0,0,0,0,5.270138888888888,5.67013888888889,3.73356643356643,94.875,175.52083333333334,80.5104895104895,2.905555555555556,3.162499999999999,2.1321678321678332,20.91666666666666,16.17361111111111,17.36153846153846,34.26944444444445,34.96805555555556,31.04545454545455,32.4375,21.958333333333332,34.48251748251748,34.44861111111112,35.170833333333334,31.21468531468531,34.079861111111114,34.76666666666668,30.876923076923074,320.13194444444446,283.0208333333333,339.72727272727275,253.5874125874126,150.13286713286712,327.0281690140845,99.34027777777777,128.70138888888889,73.67391304347827,3.949305555555556,4.183333333333335,2.880419580419582,3.1326388888888883,3.3895833333333316,2.290209790209791,1181.6597222222222,1182.625,1179.3496503496503,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,20,0,0,0,5,201,-1,4.873611111111108,95.35416666666667,2.6548611111111122,18.16736111111113,30.947222222222234,39.729166666666664,31.10555555555556,30.79861111111111,343.1388888888889,377.8380281690141,58.63194444444444,3.6812499999999986,2.865972222222224,1181.75,0.0,1,0,0,0,0,0,0,0,4.9645833333333345,5.270138888888888,5.67013888888889,78.41666666666667,94.875,175.52083333333334,2.6937500000000005,2.905555555555556,3.162499999999999,18.541666666666668,20.91666666666666,16.17361111111111,31.952777777777776,34.26944444444445,34.96805555555556,37.395833333333336,32.4375,21.958333333333332,32.10347222222222,34.44861111111112,35.170833333333334,31.802083333333332,34.079861111111114,34.76666666666668,345.5416666666667,320.13194444444446,283.0208333333333,396.2937062937063,253.5874125874126,150.13286713286712,50.86805555555556,99.34027777777777,128.70138888888889,3.6416666666666675,3.949305555555556,4.183333333333335,2.8965277777777776,3.1326388888888883,3.3895833333333316,1182.6944444444443,1181.6597222222222,1182.625,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,21,0,0,0,6,202,-1,4.9444444444444455,122.70833333333333,2.6784722222222235,18.89652777777777,30.23472222222223,44.25694444444444,30.397222222222226,30.06805555555555,341.18055555555554,380.9300699300699,54.50387596899225,3.7784722222222222,2.909722222222222,1165.111111111111,0.0,0,1,0,0,0,0,0,0,4.873611111111108,4.9645833333333345,5.270138888888888,95.35416666666667,78.41666666666667,94.875,2.6548611111111122,2.6937500000000005,2.905555555555556,18.16736111111113,18.541666666666668,20.91666666666666,30.947222222222234,31.952777777777776,34.26944444444445,39.729166666666664,37.395833333333336,32.4375,31.10555555555556,32.10347222222222,34.44861111111112,30.79861111111111,31.802083333333332,34.079861111111114,343.1388888888889,345.5416666666667,320.13194444444446,377.8380281690141,396.2937062937063,253.5874125874126,58.63194444444444,50.86805555555556,99.34027777777777,3.6812499999999986,3.6416666666666675,3.949305555555556,2.865972222222224,2.8965277777777776,3.1326388888888883,1181.75,1182.6944444444443,1181.6597222222222,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,22,0,0,0,0,203,-1,5.539583333333329,117.40972222222223,3.0812500000000007,16.415277777777785,31.69305555555557,39.229166666666664,31.848611111111104,31.54791666666666,335.9236111111111,360.56643356643355,59.6484375,4.1826388888888895,3.276388888888889,1181.8472222222222,0.0,0,1,0,0,0,0,0,0,4.9444444444444455,4.873611111111108,4.9645833333333345,122.70833333333333,95.35416666666667,78.41666666666667,2.6784722222222235,2.6548611111111122,2.6937500000000005,18.89652777777777,18.16736111111113,18.541666666666668,30.23472222222223,30.947222222222234,31.952777777777776,44.25694444444444,39.729166666666664,37.395833333333336,30.397222222222226,31.10555555555556,32.10347222222222,30.06805555555555,30.79861111111111,31.802083333333332,341.18055555555554,343.1388888888889,345.5416666666667,380.9300699300699,377.8380281690141,396.2937062937063,54.50387596899225,58.63194444444444,50.86805555555556,3.7784722222222222,3.6812499999999986,3.6416666666666675,2.909722222222222,2.865972222222224,2.8965277777777776,1165.111111111111,1181.75,1182.6944444444443,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,23,0,0,0,1,204,-1,5.236805555555556,104.43055555555556,3.026388888888891,16.191666666666666,32.87222222222225,28.70138888888889,33.04791666666668,32.70624999999999,334.5486111111111,364.68531468531467,55.752,4.033333333333335,3.247916666666667,1182.388888888889,0.0,0,1,0,0,0,0,0,0,5.539583333333329,4.9444444444444455,4.873611111111108,117.40972222222223,122.70833333333333,95.35416666666667,3.0812500000000007,2.6784722222222235,2.6548611111111122,16.415277777777785,18.89652777777777,18.16736111111113,31.69305555555557,30.23472222222223,30.947222222222234,39.229166666666664,44.25694444444444,39.729166666666664,31.848611111111104,30.397222222222226,31.10555555555556,31.54791666666666,30.06805555555555,30.79861111111111,335.9236111111111,341.18055555555554,343.1388888888889,360.56643356643355,380.9300699300699,377.8380281690141,59.6484375,54.50387596899225,58.63194444444444,4.1826388888888895,3.7784722222222222,3.6812499999999986,3.276388888888889,2.909722222222222,2.865972222222224,1181.8472222222222,1165.111111111111,1181.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,24,0,0,0,2,205,-1,4.577777777777776,72.36111111111111,2.5069444444444455,18.115277777777777,32.91180555555555,23.76388888888889,33.07222222222224,32.747222222222234,338.3263888888889,385.86713286713285,50.0,3.404166666666667,2.678472222222223,1165.9444444444443,0.0,1,0,0,0,0,0,0,0,5.236805555555556,5.539583333333329,4.9444444444444455,104.43055555555556,117.40972222222223,122.70833333333333,3.026388888888891,3.0812500000000007,2.6784722222222235,16.191666666666666,16.415277777777785,18.89652777777777,32.87222222222225,31.69305555555557,30.23472222222223,28.70138888888889,39.229166666666664,44.25694444444444,33.04791666666668,31.848611111111104,30.397222222222226,32.70624999999999,31.54791666666666,30.06805555555555,334.5486111111111,335.9236111111111,341.18055555555554,364.68531468531467,360.56643356643355,380.9300699300699,55.752,59.6484375,54.50387596899225,4.033333333333335,4.1826388888888895,3.7784722222222222,3.247916666666667,3.276388888888889,2.909722222222222,1182.388888888889,1181.8472222222222,1165.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,25,0,0,0,3,206,-1,5.156250000000003,87.08333333333333,2.8805555555555564,17.15833333333333,33.42361111111112,24.0625,33.59722222222223,33.261805555555554,339.6041666666667,383.7887323943662,51.13333333333333,3.8062500000000004,3.067361111111112,1182.3958333333333,0.0,1,0,0,0,0,0,0,0,4.577777777777776,5.236805555555556,5.539583333333329,72.36111111111111,104.43055555555556,117.40972222222223,2.5069444444444455,3.026388888888891,3.0812500000000007,18.115277777777777,16.191666666666666,16.415277777777785,32.91180555555555,32.87222222222225,31.69305555555557,23.76388888888889,28.70138888888889,39.229166666666664,33.07222222222224,33.04791666666668,31.848611111111104,32.747222222222234,32.70624999999999,31.54791666666666,338.3263888888889,334.5486111111111,335.9236111111111,385.86713286713285,364.68531468531467,360.56643356643355,50.0,55.752,59.6484375,3.404166666666667,4.033333333333335,4.1826388888888895,2.678472222222223,3.247916666666667,3.276388888888889,1165.9444444444443,1182.388888888889,1181.8472222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,26,0,0,0,4,207,-1,4.94861111111111,72.0625,2.700694444444445,17.986805555555556,32.688194444444456,29.02777777777778,32.85208333333335,32.523611111111116,335.44444444444446,342.3776223776224,69.45,3.679166666666665,2.899305555555554,1182.8194444444443,0.0,1,0,0,0,0,0,0,0,5.156250000000003,4.577777777777776,5.236805555555556,87.08333333333333,72.36111111111111,104.43055555555556,2.8805555555555564,2.5069444444444455,3.026388888888891,17.15833333333333,18.115277777777777,16.191666666666666,33.42361111111112,32.91180555555555,32.87222222222225,24.0625,23.76388888888889,28.70138888888889,33.59722222222223,33.07222222222224,33.04791666666668,33.261805555555554,32.747222222222234,32.70624999999999,339.6041666666667,338.3263888888889,334.5486111111111,383.7887323943662,385.86713286713285,364.68531468531467,51.13333333333333,50.0,55.752,3.8062500000000004,3.404166666666667,4.033333333333335,3.067361111111112,2.678472222222223,3.247916666666667,1182.3958333333333,1165.9444444444443,1182.388888888889,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,27,0,0,0,5,208,-1,4.554166666666666,123.16666666666667,2.4423611111111097,21.47222222222223,31.46944444444445,37.81944444444444,31.638888888888875,31.310416666666665,336.31944444444446,366.34265734265733,54.779661016949156,3.440972222222222,2.6624999999999996,1165.263888888889,0.0,0,1,0,0,0,0,0,0,4.94861111111111,5.156250000000003,4.577777777777776,72.0625,87.08333333333333,72.36111111111111,2.700694444444445,2.8805555555555564,2.5069444444444455,17.986805555555556,17.15833333333333,18.115277777777777,32.688194444444456,33.42361111111112,32.91180555555555,29.02777777777778,24.0625,23.76388888888889,32.85208333333335,33.59722222222223,33.07222222222224,32.523611111111116,33.261805555555554,32.747222222222234,335.44444444444446,339.6041666666667,338.3263888888889,342.3776223776224,383.7887323943662,385.86713286713285,69.45,51.13333333333333,50.0,3.679166666666665,3.8062500000000004,3.404166666666667,2.899305555555554,3.067361111111112,2.678472222222223,1182.8194444444443,1182.3958333333333,1165.9444444444443,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,28,0,0,0,6,209,-1,3.992361111111111,134.02777777777777,2.18125,21.256250000000005,31.55486111111111,34.63194444444444,31.72638888888891,31.401388888888903,340.93055555555554,389.006993006993,45.91379310344828,3.088194444444443,2.3784722222222223,1182.3472222222222,0.0,0,1,0,0,0,0,0,0,4.554166666666666,4.94861111111111,5.156250000000003,123.16666666666667,72.0625,87.08333333333333,2.4423611111111097,2.700694444444445,2.8805555555555564,21.47222222222223,17.986805555555556,17.15833333333333,31.46944444444445,32.688194444444456,33.42361111111112,37.81944444444444,29.02777777777778,24.0625,31.638888888888875,32.85208333333335,33.59722222222223,31.310416666666665,32.523611111111116,33.261805555555554,336.31944444444446,335.44444444444446,339.6041666666667,366.34265734265733,342.3776223776224,383.7887323943662,54.779661016949156,69.45,51.13333333333333,3.440972222222222,3.679166666666665,3.8062500000000004,2.6624999999999996,2.899305555555554,3.067361111111112,1165.263888888889,1182.8194444444443,1182.3958333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,29,0,0,0,0,210,-1,3.222222222222222,141.46527777777777,1.7340277777777777,26.103472222222226,32.152083333333344,32.50694444444444,32.36249999999998,31.95763888888888,336.6875,384.24475524475525,48.76724137931034,2.518055555555556,1.9479166666666659,1181.7847222222222,0.0,0,1,0,0,0,0,0,0,3.992361111111111,4.554166666666666,4.94861111111111,134.02777777777777,123.16666666666667,72.0625,2.18125,2.4423611111111097,2.700694444444445,21.256250000000005,21.47222222222223,17.986805555555556,31.55486111111111,31.46944444444445,32.688194444444456,34.63194444444444,37.81944444444444,29.02777777777778,31.72638888888891,31.638888888888875,32.85208333333335,31.401388888888903,31.310416666666665,32.523611111111116,340.93055555555554,336.31944444444446,335.44444444444446,389.006993006993,366.34265734265733,342.3776223776224,45.91379310344828,54.779661016949156,69.45,3.088194444444443,3.440972222222222,3.679166666666665,2.3784722222222223,2.6624999999999996,2.899305555555554,1182.3472222222222,1165.263888888889,1182.8194444444443,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,30,0,0,0,1,211,-1,4.673611111111111,54.27777777777778,2.648611111111109,16.395138888888894,33.63819444444444,27.92361111111111,33.81111111111112,33.461805555555564,337.44444444444446,375.9225352112676,51.15972222222222,3.520833333333334,2.829861111111112,1166.048611111111,0.0,1,0,0,0,0,0,0,0,3.222222222222222,3.992361111111111,4.554166666666666,141.46527777777777,134.02777777777777,123.16666666666667,1.7340277777777777,2.18125,2.4423611111111097,26.103472222222226,21.256250000000005,21.47222222222223,32.152083333333344,31.55486111111111,31.46944444444445,32.50694444444444,34.63194444444444,37.81944444444444,32.36249999999998,31.72638888888891,31.638888888888875,31.95763888888888,31.401388888888903,31.310416666666665,336.6875,340.93055555555554,336.31944444444446,384.24475524475525,389.006993006993,366.34265734265733,48.76724137931034,45.91379310344828,54.779661016949156,2.518055555555556,3.088194444444443,3.440972222222222,1.9479166666666659,2.3784722222222223,2.6624999999999996,1181.7847222222222,1182.3472222222222,1165.263888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,7,31,0,0,0,2,212,-1,4.90138888888889,74.33333333333333,2.750694444444445,17.052777777777774,34.13916083916082,26.237762237762237,34.32377622377624,33.96643356643357,336.68055555555554,407.84415584415586,54.96527777777778,3.6979166666666683,2.9409722222222223,1181.7152777777778,0.0,1,0,0,0,0,0,0,0,4.673611111111111,3.222222222222222,3.992361111111111,54.27777777777778,141.46527777777777,134.02777777777777,2.648611111111109,1.7340277777777777,2.18125,16.395138888888894,26.103472222222226,21.256250000000005,33.63819444444444,32.152083333333344,31.55486111111111,27.92361111111111,32.50694444444444,34.63194444444444,33.81111111111112,32.36249999999998,31.72638888888891,33.461805555555564,31.95763888888888,31.401388888888903,337.44444444444446,336.6875,340.93055555555554,375.9225352112676,384.24475524475525,389.006993006993,51.15972222222222,48.76724137931034,45.91379310344828,3.520833333333334,2.518055555555556,3.088194444444443,2.829861111111112,1.9479166666666659,2.3784722222222223,1166.048611111111,1181.7847222222222,1182.3472222222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,8,1,0,0,0,3,213,-1,2.3,349.0,1.4,12.3,29.9,34.0,30.0,29.8,0.0,367.89917082656626,0.0,1.7000000000000002,1.4,0.0,0.0,0,0,1,0,0,0,0,0,4.90138888888889,4.673611111111111,3.222222222222222,74.33333333333333,54.27777777777778,141.46527777777777,2.750694444444445,2.648611111111109,1.7340277777777777,17.052777777777774,16.395138888888894,26.103472222222226,34.13916083916082,33.63819444444444,32.152083333333344,26.237762237762237,27.92361111111111,32.50694444444444,34.32377622377624,33.81111111111112,32.36249999999998,33.96643356643357,33.461805555555564,31.95763888888888,336.68055555555554,337.44444444444446,336.6875,407.84415584415586,375.9225352112676,384.24475524475525,54.96527777777778,51.15972222222222,48.76724137931034,3.6979166666666683,3.520833333333334,2.518055555555556,2.9409722222222223,2.829861111111112,1.9479166666666659,1181.7152777777778,1166.048611111111,1181.7847222222222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
